Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,105.62000274658203,106.02999877929688,104.80000305175781,105.95999908447266,92.71870422363281,801100
2020-01-03,105.30999755859375,106.61000061035156,105.30999755859375,106.5,93.19121551513672,461800
2020-01-06,105.8499984741211,106.27999877929688,105.08000183105469,105.68000030517578,92.47370147705078,409100
2020-01-07,105.1500015258789,105.61000061035156,103.68000030517578,103.69000244140625,90.73236846923828,442300
2020-01-08,102.9000015258789,103.87000274658203,102.81999969482422,103.0999984741211,90.21607971191406,884500
2020-01-09,103.2300033569336,104.97000122070312,103.12999725341797,104.94000244140625,91.826171875,751700
2020-01-10,105.22000122070312,106.0199966430664,104.58999633789062,104.69999694824219,91.61615753173828,437600
2020-01-13,104.95999908447266,105.66999816894531,104.52999877929688,105.08999633789062,91.9574203491211,605500
2020-01-14,105.41000366210938,105.44999694824219,104.44000244140625,104.86000061035156,91.75616455078125,627200
2020-01-15,105.0199966430664,105.91999816894531,104.91000366210938,105.4000015258789,92.22868347167969,469900
2020-01-16,105.88999938964844,106.5199966430664,105.30999755859375,105.52999877929688,92.34242248535156,472200
2020-01-17,105.8499984741211,107.41999816894531,105.8499984741211,107.30999755859375,93.9000015258789,576200
2020-01-21,107.2699966430664,107.66999816894531,106.16000366210938,106.33000183105469,93.0424575805664,759700
2020-01-22,106.83999633789062,107.33999633789062,106.58999633789062,107.13999938964844,93.75122833251953,352100
2020-01-23,106.69999694824219,106.69999694824219,105.13999938964844,105.9800033569336,92.7362060546875,485400
2020-01-24,105.9000015258789,106.51000213623047,105.55000305175781,106.0199966430664,92.77117919921875,330100
2020-01-27,105.13999938964844,105.69999694824219,104.51000213623047,104.75,91.6599349975586,463900
2020-01-28,105.08999633789062,106.5,104.97000122070312,105.3499984741211,92.1849136352539,479600
2020-01-29,105.6500015258789,105.97000122070312,104.81999969482422,105.04000091552734,91.91366577148438,422600
2020-01-30,104.66000366210938,106.81999969482422,104.4000015258789,106.80000305175781,93.45372009277344,467200
2020-01-31,106.63999938964844,107.0999984741211,104.69999694824219,104.94999694824219,91.83489227294922,976600
2020-02-03,105.83999633789062,107.58999633789062,105.37000274658203,106.30999755859375,93.02496337890625,538900
2020-02-04,107.33000183105469,107.4000015258789,105.98999786376953,106.04000091552734,92.78871154785156,563900
2020-02-05,107.04000091552734,108.20999908447266,106.06999969482422,108.01000213623047,94.51251983642578,671700
2020-02-06,110.72000122070312,113.79000091552734,109.62000274658203,112.83999633789062,98.73896026611328,867500
2020-02-07,113.12999725341797,113.31999969482422,112.12999725341797,112.83000183105469,98.73017883300781,755100
2020-02-10,112.98999786376953,114.31999969482422,112.7300033569336,114.08000183105469,99.82398986816406,646600
2020-02-11,114.45999908447266,115.5199966430664,114.16000366210938,114.91999816894531,100.55902862548828,875300
2020-02-12,114.8499984741211,115.0,113.62000274658203,113.73999786376953,99.52645874023438,665000
2020-02-13,113.18000030517578,115.44999694824219,113.18000030517578,114.8499984741211,100.49774932861328,795200
2020-02-14,114.66000366210938,115.26000213623047,114.3499984741211,115.20999908447266,100.81278228759766,612600
2020-02-18,114.9000015258789,115.52999877929688,113.6500015258789,113.8499984741211,99.62274169921875,472200
2020-02-19,114.11000061035156,114.30000305175781,112.9800033569336,113.0199966430664,98.89646911621094,435400
2020-02-20,113.02999877929688,113.02999877929688,111.16999816894531,112.12000274658203,98.10891723632812,340200
2020-02-21,111.91000366210938,112.29000091552734,110.7699966430664,111.31999969482422,97.40888214111328,682500
2020-02-24,109.93000030517578,110.7300033569336,107.47000122070312,107.4800033569336,94.04875946044922,775100
2020-02-25,107.91999816894531,108.30000305175781,104.62999725341797,104.72000122070312,91.63365936279297,933700
2020-02-26,105.33000183105469,106.19000244140625,103.0999984741211,103.12999725341797,90.24234771728516,1182500
2020-02-27,102.29000091552734,102.58999633789062,97.58999633789062,97.66000366210938,85.45590209960938,1742400
2020-02-28,95.52999877929688,96.1500015258789,92.11000061035156,93.23999786376953,81.5882568359375,2197100
2020-03-02,94.0,101.62000274658203,92.13999938964844,101.36000061035156,88.69354248046875,1528700
2020-03-03,100.5999984741211,102.63999938964844,98.76000213623047,99.7699966430664,87.30223083496094,1343500
2020-03-04,101.63999938964844,104.81999969482422,100.81999969482422,104.43000030517578,91.3798828125,868700
2020-03-05,101.9000015258789,102.83999633789062,99.7699966430664,101.13999938964844,88.50104522705078,993700
2020-03-06,97.36000061035156,98.97000122070312,95.48999786376953,98.20999908447266,85.93717956542969,1241200
2020-03-09,92.33000183105469,93.5,89.18000030517578,90.69999694824219,79.36566925048828,1397500
2020-03-10,94.08000183105469,96.04000091552734,91.16000366210938,95.98999786376953,83.9946060180664,1405800
2020-03-11,92.51000213623047,94.18000030517578,88.69999694824219,90.0,78.75313568115234,1343600
2020-03-12,83.05999755859375,85.13999938964844,79.3499984741211,80.55999755859375,70.49280548095703,1276200
2020-03-13,84.98999786376953,90.5999984741211,84.08999633789062,90.58000183105469,79.26066589355469,1517600
2020-03-16,83.22000122070312,88.69000244140625,78.05000305175781,78.5199966430664,68.70775604248047,1414800
2020-03-17,79.97000122070312,85.45999908447266,73.11000061035156,84.9800033569336,74.93305969238281,1556700
2020-03-18,79.69000244140625,85.69999694824219,77.04000091552734,85.37000274658203,75.27693939208984,1273900
2020-03-19,84.05000305175781,85.44999694824219,77.0,81.93000030517578,72.24364471435547,1390300
2020-03-20,81.95999908447266,81.95999908447266,73.08000183105469,75.02999877929688,66.15941619873047,1491500
2020-03-23,73.0999984741211,75.26000213623047,65.69000244140625,66.77999877929688,58.88479232788086,1461700
2020-03-24,69.52999877929688,79.19999694824219,69.52999877929688,78.0199966430664,68.7959213256836,1465300
2020-03-25,78.7300033569336,79.91999816894531,73.04000091552734,74.2300033569336,65.45401000976562,1262000
2020-03-26,75.31999969482422,79.56999969482422,72.33000183105469,78.72000122070312,69.41315460205078,1072800
2020-03-27,75.33999633789062,79.06999969482422,74.41999816894531,75.94999694824219,66.97064971923828,800500
2020-03-30,75.8499984741211,80.55999755859375,74.01000213623047,79.73999786376953,70.31256866455078,954600
2020-03-31,78.75,82.6500015258789,74.55000305175781,75.44999694824219,66.5297622680664,2029700
2020-04-01,71.94000244140625,76.26000213623047,71.26000213623047,73.56999969482422,64.87203216552734,1195100
2020-04-02,72.5199966430664,76.25,71.4800033569336,72.91999816894531,64.29887390136719,981500
2020-04-03,72.16999816894531,74.5199966430664,70.55000305175781,71.02999877929688,62.632328033447266,963300
2020-04-06,74.4800033569336,78.45999908447266,73.76000213623047,77.41000366210938,68.25804901123047,960800
2020-04-07,80.5999984741211,82.93000030517578,79.48999786376953,79.87999725341797,70.43598937988281,1014100
2020-04-08,79.30999755859375,81.80000305175781,78.05999755859375,81.08000183105469,71.49414825439453,750200
2020-04-09,82.30000305175781,84.25,81.5999984741211,83.58000183105469,73.6985855102539,1231400
2020-04-13,84.0199966430664,84.0199966430664,81.38999938964844,82.63999938964844,72.86971282958984,609600
2020-04-14,84.94000244140625,87.5999984741211,84.19999694824219,87.0999984741211,76.80241394042969,1472100
2020-04-15,84.80000305175781,85.5,82.56999969482422,82.94000244140625,73.13423919677734,1234500
2020-04-16,83.33000183105469,83.86000061035156,81.30999755859375,82.47000122070312,72.71981048583984,879300
2020-04-17,85.12000274658203,86.20999908447266,83.33999633789062,85.80000305175781,75.65611267089844,770000
2020-04-20,84.87000274658203,84.91000366210938,81.41000366210938,82.4800033569336,72.7286376953125,623100
2020-04-21,80.33000183105469,81.87999725341797,79.54000091552734,80.16999816894531,70.69172668457031,560100
2020-04-22,82.62999725341797,82.62999725341797,79.54000091552734,79.69000244140625,70.26847076416016,567700
2020-04-23,79.9000015258789,80.87999725341797,77.88999938964844,78.4000015258789,69.1310043334961,508300
2020-04-24,79.52999877929688,79.52999877929688,77.22000122070312,78.52999877929688,69.24561309814453,522200
2020-04-27,79.81999969482422,82.5,79.04000091552734,82.02999877929688,72.33182525634766,686000
2020-04-28,76.27999877929688,77.26000213623047,71.2699966430664,71.80999755859375,63.32012939453125,3936400
2020-04-29,73.13999938964844,73.25,70.38999938964844,70.41999816894531,62.094451904296875,1620500
2020-04-30,69.51000213623047,69.83000183105469,65.55000305175781,65.80000305175781,58.020660400390625,2354400
2020-05-01,64.44000244140625,64.94000244140625,60.0,60.95000076293945,53.74405288696289,2993700
2020-05-04,60.599998474121094,60.66999816894531,58.66999816894531,60.150001525878906,53.038639068603516,2016900
2020-05-05,60.0,61.2599983215332,58.349998474121094,59.0,52.02460861206055,1646400
2020-05-06,58.209999084472656,58.9900016784668,53.060001373291016,53.119998931884766,46.839778900146484,2042100
2020-05-07,53.5099983215332,56.38999938964844,53.5,55.0099983215332,48.50632095336914,1404400
2020-05-08,56.0,56.279998779296875,54.16999816894531,55.72999954223633,49.14120101928711,1236800
2020-05-11,55.4900016784668,55.529998779296875,53.38999938964844,53.849998474121094,47.483463287353516,1419500
2020-05-12,54.0,54.150001525878906,51.45000076293945,51.45000076293945,45.367218017578125,1498100
2020-05-13,51.0,51.13999938964844,48.22999954223633,48.540000915527344,42.80125427246094,1678500
2020-05-14,47.66999816894531,51.189998626708984,46.06999969482422,50.47999954223633,44.51189041137695,1718500
2020-05-15,49.810001373291016,50.290000915527344,48.189998626708984,49.25,43.42731857299805,2585600
2020-05-18,50.970001220703125,53.779998779296875,50.970001220703125,53.16999816894531,46.88385772705078,1765600
2020-05-19,53.099998474121094,53.279998779296875,51.209999084472656,52.09000015258789,45.931549072265625,1887200
2020-05-20,52.529998779296875,54.41999816894531,51.97999954223633,53.560001373291016,47.22776412963867,1331700
2020-05-21,53.56999969482422,57.869998931884766,53.130001068115234,57.45000076293945,50.65785598754883,2161800
2020-05-22,57.58000183105469,57.58000183105469,55.75,57.31999969482422,50.543216705322266,1341800
2020-05-26,59.86000061035156,61.15999984741211,59.06999969482422,59.2400016784668,52.2362174987793,1561600
2020-05-27,62.0,62.599998474121094,60.0099983215332,61.400001525878906,54.14085388183594,2566800
2020-05-28,62.0,62.310001373291016,59.84000015258789,60.56999969482422,53.40898513793945,1553600
2020-05-29,59.5099983215332,59.70000076293945,57.63999938964844,58.95000076293945,51.98051071166992,1743600
2020-06-01,58.59000015258789,60.16999816894531,58.08000183105469,59.63999938964844,52.588932037353516,1007000
2020-06-02,60.58000183105469,61.68000030517578,59.43000030517578,60.790000915527344,53.60297393798828,873700
2020-06-03,62.779998779296875,64.62999725341797,62.08000183105469,63.869998931884766,56.31882858276367,1437600
2020-06-04,63.25,64.66000366210938,62.31999969482422,64.62999725341797,56.98897933959961,936100
2020-06-05,68.51000213623047,69.81999969482422,66.58999633789062,68.77999877929688,60.64833450317383,1723000
2020-06-08,70.75,71.47000122070312,69.27999877929688,71.43000030517578,62.985042572021484,1461200
