Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,155.85000610351562,156.02000427246094,154.36000061035156,156.02000427246094,142.68630981445312,2037800
2020-01-03,154.75999450683594,156.0,154.1300048828125,155.77999877929688,142.46678161621094,1176000
2020-01-06,155.3300018310547,157.08999633789062,155.00999450683594,157.05999755859375,143.6373748779297,1281800
2020-01-07,154.1199951171875,155.36000061035156,153.63999938964844,153.9199981689453,140.76577758789062,1505900
2020-01-08,153.6999969482422,154.8000030517578,152.6699981689453,152.8699951171875,139.8054656982422,2106300
2020-01-09,153.50999450683594,154.0500030517578,152.5,153.9499969482422,140.793212890625,1796900
2020-01-10,153.55999755859375,154.4499969482422,150.11000061035156,150.99000549316406,138.08616638183594,2363000
2020-01-13,150.77999877929688,151.22000122070312,149.52999877929688,150.89999389648438,138.00384521484375,1672300
2020-01-14,150.3800048828125,151.80999755859375,150.27999877929688,150.75999450683594,137.87579345703125,1410600
2020-01-15,150.24000549316406,151.47000122070312,149.4499969482422,151.2899932861328,138.3605194091797,1367900
2020-01-16,151.6199951171875,153.1199951171875,151.3699951171875,152.66000366210938,139.6134490966797,1101800
2020-01-17,152.64999389648438,154.13999938964844,152.60000610351562,153.69000244140625,140.555419921875,2009300
2020-01-21,153.0,153.6300048828125,152.0800018310547,152.74000549316406,139.6865997314453,1427000
2020-01-22,153.0500030517578,153.89999389648438,152.7100067138672,153.8300018310547,140.68345642089844,1098000
2020-01-23,152.2100067138672,152.94000244140625,149.08999633789062,152.08999633789062,139.09213256835938,2514000
2020-01-24,151.94000244140625,153.13999938964844,151.60000610351562,152.00999450683594,139.0189971923828,1476400
2020-01-27,150.99000549316406,151.8800048828125,150.3800048828125,150.3800048828125,137.52830505371094,1163100
2020-01-28,150.8699951171875,152.4600067138672,150.75,150.9600067138672,138.05874633789062,1716500
2020-01-29,151.55999755859375,152.25999450683594,150.7899932861328,150.88999938964844,137.99472045898438,1266200
2020-01-30,150.11000061035156,154.27000427246094,150.05999755859375,154.13999938964844,140.9669647216797,1267100
2020-01-31,153.58999633789062,154.50999450683594,151.25,151.99000549316406,139.00071716308594,2336300
2020-02-03,152.55999755859375,154.85000610351562,152.2899932861328,153.22999572753906,140.1347198486328,1831900
2020-02-04,154.61000061035156,155.72000122070312,154.14999389648438,154.3000030517578,141.1133270263672,1880600
2020-02-05,160.27999877929688,165.39999389648438,157.35000610351562,165.3300018310547,151.20066833496094,3119400
2020-02-06,166.0,167.74000549316406,162.7899932861328,163.22000122070312,149.27093505859375,3035600
2020-02-07,162.61000061035156,164.52999877929688,162.24000549316406,162.72999572753906,148.8228302001953,1908200
2020-02-10,162.75999450683594,163.36000061035156,162.0,163.35000610351562,149.38986206054688,1511000
2020-02-11,163.19000244140625,164.36000061035156,162.32000732421875,164.13999938964844,150.11233520507812,1718600
2020-02-12,164.77000427246094,165.77000427246094,163.72000122070312,163.88999938964844,149.88368225097656,1174600
2020-02-13,163.74000549316406,165.22999572753906,163.24000549316406,164.8300018310547,150.7433319091797,1612700
2020-02-14,164.66000366210938,165.24000549316406,163.0500030517578,164.55999755859375,150.4964599609375,1246300
2020-02-18,164.4199981689453,164.75999450683594,163.0800018310547,163.5,149.5270233154297,1366100
2020-02-19,163.94000244140625,164.38999938964844,162.5800018310547,164.2100067138672,150.1763458251953,1451100
2020-02-20,163.74000549316406,164.0,162.67999267578125,163.14999389648438,149.20689392089844,2265600
2020-02-21,162.64999389648438,164.0500030517578,162.64999389648438,163.75,149.7556610107422,1267700
2020-02-24,160.86000061035156,162.66000366210938,159.72999572753906,160.49000549316406,146.7742919921875,1919200
2020-02-25,160.25999450683594,160.72999572753906,156.5500030517578,157.2100067138672,143.77456665039062,2502200
2020-02-26,158.22999572753906,160.13999938964844,156.8800048828125,158.02999877929688,144.52450561523438,2354700
2020-02-27,156.24000549316406,158.08999633789062,150.0500030517578,150.11000061035156,137.2813720703125,3118900
2020-02-28,146.97999572753906,147.8000030517578,142.24000549316406,145.02999877929688,132.63551330566406,3792900
2020-03-02,145.1300048828125,152.13999938964844,145.00999450683594,151.80999755859375,138.83609008789062,3069400
2020-03-03,152.1199951171875,153.55999755859375,145.24000549316406,146.17999267578125,133.68724060058594,2838300
2020-03-04,147.89999389648438,152.27000427246094,146.63999938964844,151.94000244140625,138.9549560546875,2147900
2020-03-05,148.17999267578125,148.17999267578125,143.1300048828125,144.88999938964844,132.50747680664062,2569500
2020-03-06,139.8699951171875,145.4499969482422,139.25999450683594,144.82000732421875,132.44346618652344,3488900
2020-03-09,135.64999389648438,142.0,131.9600067138672,134.97000122070312,123.43524169921875,3246600
2020-03-10,139.07000732421875,139.32000732421875,133.8800048828125,139.10000610351562,127.21233367919922,2602200
2020-03-11,135.0500030517578,136.64999389648438,129.6699981689453,131.2899932861328,120.06974792480469,2664200
2020-03-12,124.0,126.52999877929688,116.55000305175781,116.73999786376953,106.76322174072266,3339900
2020-03-13,122.70999908447266,123.41999816894531,113.05000305175781,121.86000061035156,111.44564819335938,5280200
2020-03-16,107.75,114.27999877929688,100.69000244140625,101.41999816894531,92.75250244140625,4112700
2020-03-17,103.62999725341797,110.33999633789062,97.77999877929688,110.08000183105469,100.67240142822266,4513400
2020-03-18,102.98999786376953,108.30999755859375,87.3499984741211,99.80999755859375,91.28009033203125,4346700
2020-03-19,97.45999908447266,100.88999938964844,93.83999633789062,98.52999877929688,90.79169464111328,3600900
2020-03-20,99.0,103.9800033569336,93.0999984741211,101.55999755859375,93.58374786376953,4849700
2020-03-23,97.30999755859375,101.55000305175781,92.04000091552734,94.19999694824219,86.80177307128906,3960800
2020-03-24,98.7699966430664,102.93000030517578,96.37000274658203,102.55999755859375,94.50519561767578,3525000
2020-03-25,101.69000244140625,108.3499984741211,97.02999877929688,101.80000305175781,93.80490112304688,4168100
2020-03-26,102.81999969482422,110.3499984741211,100.5,109.22000122070312,100.64214324951172,4073900
2020-03-27,104.80999755859375,113.4800033569336,104.08000183105469,108.41000366210938,99.8957748413086,3714800
2020-03-30,108.63999938964844,114.70999908447266,105.62999725341797,114.04000091552734,105.08358764648438,2792700
2020-03-31,112.62000274658203,113.97000122070312,110.36000061035156,111.69000244140625,102.91817474365234,3075500
2020-04-01,105.94999694824219,107.98999786376953,102.61000061035156,104.16999816894531,95.98875427246094,2313200
2020-04-02,103.68000030517578,108.37999725341797,103.41999816894531,105.93000030517578,97.61053466796875,2256600
2020-04-03,104.77999877929688,106.63999938964844,101.31999969482422,102.81999969482422,94.7447738647461,1868100
2020-04-06,107.30000305175781,111.44999694824219,106.93000030517578,110.76000213623047,102.06119537353516,3005300
2020-04-07,117.3499984741211,119.0,111.77999877929688,112.02999877929688,103.2314682006836,2396100
2020-04-08,112.66999816894531,115.55000305175781,111.08000183105469,114.61000061035156,105.60882568359375,2374500
2020-04-09,116.72000122070312,123.38999938964844,116.11000061035156,122.2699966430664,112.6672134399414,2719200
2020-04-13,121.23999786376953,122.95999908447266,118.55999755859375,119.61000061035156,110.21614074707031,3400100
2020-04-14,122.06999969482422,124.80999755859375,120.26000213623047,122.5,112.879150390625,2229600
2020-04-15,120.0,120.3499984741211,116.2699966430664,116.5,107.35040283203125,2919400
2020-04-16,116.19000244140625,117.5,111.05999755859375,111.94999694824219,103.15770721435547,2634300
2020-04-17,115.5,120.0,114.05000305175781,118.79000091552734,109.4605484008789,3542400
2020-04-20,116.94000244140625,117.11000061035156,113.4000015258789,114.63999938964844,105.63645935058594,3123800
2020-04-21,110.0999984741211,114.43000030517578,109.37000274658203,112.38999938964844,103.56317138671875,3098700
2020-04-22,114.31999969482422,114.44999694824219,106.12999725341797,106.22000122070312,97.87774658203125,4865000
2020-04-23,107.33000183105469,108.33999633789062,104.05000305175781,104.08000183105469,95.90583801269531,3403400
2020-04-24,104.83000183105469,105.22000122070312,102.11000061035156,104.0199966430664,95.85054016113281,3894800
2020-04-27,100.80000305175781,106.83999633789062,100.75,106.52999877929688,98.16340637207031,5051700
2020-04-28,108.26000213623047,111.62000274658203,107.70999908447266,110.41000366210938,101.73870086669922,3089100
2020-04-29,112.23999786376953,113.41999816894531,110.12000274658203,112.06999969482422,103.26830291748047,2560200
2020-04-30,110.41000366210938,111.4800033569336,107.88999938964844,108.01000213623047,99.52717590332031,3038100
2020-05-01,105.56999969482422,106.04000091552734,100.97000122070312,101.58999633789062,93.61137390136719,2420000
2020-05-04,100.80000305175781,101.0199966430664,98.5999984741211,99.33999633789062,91.5381088256836,3442700
2020-05-05,100.4000015258789,102.30000305175781,100.0999984741211,100.16000366210938,92.2936782836914,2762300
2020-05-06,100.83000183105469,101.0,95.05000305175781,95.25,87.76932525634766,3164800
2020-05-07,96.0,99.5,96.0,98.98999786376953,91.215576171875,4543800
2020-05-08,100.80000305175781,102.23999786376953,99.37999725341797,101.94999694824219,93.94309997558594,4828000
2020-05-11,101.11000061035156,102.44999694824219,99.88999938964844,101.83000183105469,93.8325424194336,3910600
2020-05-12,102.13999938964844,103.0999984741211,101.51000213623047,101.58999633789062,93.61137390136719,3612700
2020-05-13,100.55999755859375,100.7699966430664,97.83000183105469,98.51000213623047,90.77328491210938,3258400
